POPULATION,AREA,OCCUPANCY,CAPACITY,Min_Temp_C,Max_Temp_C,Unemployment_Rate
26550,6.9,39,40,2.2,11.8,5.0
28345,1.4,43,44,2.2,11.8,5.0
16425,4.1,30,30,2.2,11.8,5.0
17825,0.4,66,66,2.2,11.8,5.0
16310,1.4,50,50,2.2,11.8,5.0
16310,1.4,406,470,2.2,11.8,5.0
14015,2.6,100,103,2.2,11.8,5.0
21000,3.1,64,64,2.2,11.8,5.0
16310,1.4,120,120,2.2,11.8,5.0
16310,1.4,361,363,2.2,11.8,5.0
14075,1.7,60,60,2.2,11.8,5.0
10140,3.4,45,45,2.2,11.8,5.0
7790,1.4,72,72,2.2,11.8,5.0
29180,2.8,22,27,2.2,11.8,5.0
28345,1.4,35,35,2.2,11.8,5.0
25640,9.6,104,106,2.2,11.8,5.0
18500,1.5,40,40,2.2,11.8,5.0
29180,2.8,23,25,2.2,11.8,5.0
20635,4.6,62,62,2.2,11.8,5.0
29180,2.8,50,50,2.2,11.8,5.0
32790,4.6,53,53,2.2,11.8,5.0
24775,7.4,49,51,2.2,11.8,5.0
7790,1.4,1302,1466,-5.2,2.2,5.0
34635,3.7,124,124,-5.2,2.2,5.0
29180,2.8,69,76,-5.2,2.2,5.0
27870,7.4,316,362,-5.2,2.2,5.0
34650,14.9,24,28,-5.2,2.2,5.0
26550,9.6,425,460,-5.2,2.2,5.0
21000,3.1,177,177,-5.2,2.2,5.0
16310,1.4,111,90,-5.2,2.2,5.0
16615,3.1,89,89,-5.2,2.2,5.0
16310,1.4,499,512,-5.2,2.2,5.0
43365,7.6,35,42,-5.2,2.2,5.0
18500,1.5,178,181,-5.2,2.2,5.0
21075,2.2,56,56,-5.2,2.2,5.0
28345,1.4,122,124,-5.2,2.2,5.0
20840,2.6,97,97,-5.2,2.2,5.0
16310,1.4,51,51,-5.2,2.2,5.0
43365,7.6,50,50,-5.2,2.2,5.0
17955,7.3,40,40,-5.2,2.2,5.0
15005,2.9,32,33,-5.2,2.2,5.0
17825,0.4,14,16,-5.2,2.2,5.0
28345,1.4,61,63,-5.2,2.2,5.0
28345,1.4,45,45,-5.2,2.2,5.0
14685,5.9,70,70,-5.2,2.2,5.0
10010,0.6,98,100,-5.2,2.2,5.0
17050,3.6,89,90,-5.2,2.2,5.0
34365,3.7,30,30,-5.2,2.2,5.0
17050,3.6,362,377,-5.2,2.2,5.0
21000,3.1,84,88,-5.2,2.2,5.0
9855,1.5,45,45,-5.2,2.2,5.0
11565,1.7,40,40,-5.2,2.2,5.0
13985,1.7,89,91,-5.2,2.2,5.0
13735,1.4,12,12,-5.2,2.2,5.0
25640,9.6,21,22,-5.2,2.2,5.0
26550,6.9,40,40,-5.2,2.2,5.0
28345,1.4,44,44,-5.2,2.2,5.0
16425,4.1,30,30,-5.2,2.2,5.0
17825,0.4,66,66,-5.2,2.2,5.0
16310,1.4,49,50,-5.2,2.2,5.0
16310,1.4,407,470,-5.2,2.2,5.0
14015,2.6,101,103,-5.2,2.2,5.0
21000,3.1,62,64,-5.2,2.2,5.0
16310,1.4,120,120,-5.2,2.2,5.0
16310,1.4,361,363,-5.2,2.2,5.0
14075,1.7,60,60,-5.2,2.2,5.0
10140,3.4,45,45,-5.2,2.2,5.0
7790,1.4,72,72,-5.2,2.2,5.0
29180,2.8,22,27,-5.2,2.2,5.0
28345,1.4,34,35,-5.2,2.2,5.0
25640,9.6,104,106,-5.2,2.2,5.0
18500,1.5,40,40,-5.2,2.2,5.0
29180,2.8,23,25,-5.2,2.2,5.0
20635,4.6,61,62,-5.2,2.2,5.0
29180,2.8,50,50,-5.2,2.2,5.0
32790,4.6,53,53,-5.2,2.2,5.0
24775,7.4,49,51,-5.2,2.2,5.0
7790,1.4,1297,1466,-4.5,2.5,5.0
34635,3.7,120,124,-4.5,2.5,5.0
29180,2.8,69,76,-4.5,2.5,5.0
27870,7.4,316,362,-4.5,2.5,5.0
34650,14.9,23,28,-4.5,2.5,5.0
26550,9.6,425,460,-4.5,2.5,5.0
21000,3.1,171,171,-4.5,2.5,5.0
16310,1.4,111,90,-4.5,2.5,5.0
16615,3.1,89,89,-4.5,2.5,5.0
16310,1.4,508,512,-4.5,2.5,5.0
43365,7.6,36,42,-4.5,2.5,5.0
18500,1.5,176,181,-4.5,2.5,5.0
21075,2.2,55,56,-4.5,2.5,5.0
28345,1.4,121,124,-4.5,2.5,5.0
20840,2.6,96,97,-4.5,2.5,5.0
16310,1.4,50,51,-4.5,2.5,5.0
43365,7.6,50,50,-4.5,2.5,5.0
17955,7.3,39,40,-4.5,2.5,5.0
15005,2.9,31,33,-4.5,2.5,5.0
17825,0.4,14,16,-4.5,2.5,5.0
28345,1.4,61,63,-4.5,2.5,5.0
28345,1.4,44,45,-4.5,2.5,5.0
14685,5.9,70,70,-4.5,2.5,5.0
10010,0.6,98,100,-4.5,2.5,5.0
17050,3.6,88,90,-4.5,2.5,5.0
34365,3.7,30,30,-4.5,2.5,5.0
17050,3.6,362,377,-4.5,2.5,5.0
21000,3.1,84,88,-4.5,2.5,5.0
9855,1.5,45,45,-4.5,2.5,5.0
11565,1.7,40,40,-4.5,2.5,5.0
13985,1.7,89,91,-4.5,2.5,5.0
13735,1.4,12,12,-4.5,2.5,5.0
25640,9.6,21,22,-4.5,2.5,5.0
26550,6.9,40,40,-4.5,2.5,5.0
28345,1.4,44,44,-4.5,2.5,5.0
16425,4.1,30,30,-4.5,2.5,5.0
17825,0.4,66,66,-4.5,2.5,5.0
16310,1.4,50,50,-4.5,2.5,5.0
16310,1.4,407,470,-4.5,2.5,5.0
14015,2.6,101,103,-4.5,2.5,5.0
21000,3.1,64,64,-4.5,2.5,5.0
16310,1.4,120,120,-4.5,2.5,5.0
16310,1.4,362,363,-4.5,2.5,5.0
14075,1.7,60,60,-4.5,2.5,5.0
10140,3.4,45,45,-4.5,2.5,5.0
7790,1.4,72,72,-4.5,2.5,5.0
29180,2.8,22,27,-4.5,2.5,5.0
28345,1.4,33,35,-4.5,2.5,5.0
25640,9.6,104,106,-4.5,2.5,5.0
18500,1.5,40,40,-4.5,2.5,5.0
29180,2.8,23,25,-4.5,2.5,5.0
20635,4.6,62,62,-4.5,2.5,5.0
29180,2.8,48,50,-4.5,2.5,5.0
32790,4.6,53,53,-4.5,2.5,5.0
24775,7.4,50,51,-4.5,2.5,5.0
7790,1.4,1301,1466,,,5.0
34635,3.7,123,124,,,5.0
29180,2.8,69,76,,,5.0
27870,7.4,316,362,,,5.0
34650,14.9,24,28,,,5.0
26550,9.6,427,460,,,5.0
21000,3.1,171,171,,,5.0
16310,1.4,111,90,,,5.0
16615,3.1,89,89,,,5.0
16310,1.4,505,512,,,5.0
43365,7.6,37,42,,,5.0
18500,1.5,174,181,,,5.0
21075,2.2,56,56,,,5.0
28345,1.4,122,124,,,5.0
20840,2.6,94,95,,,5.0
16310,1.4,51,51,,,5.0
43365,7.6,50,50,,,5.0
17955,7.3,40,40,,,5.0
15005,2.9,32,33,,,5.0
17825,0.4,14,16,,,5.0
28345,1.4,61,63,,,5.0
28345,1.4,45,45,,,5.0
14685,5.9,70,70,,,5.0
10010,0.6,98,100,,,5.0
17050,3.6,89,90,,,5.0
34365,3.7,29,30,,,5.0
17050,3.6,358,377,,,5.0
21000,3.1,84,88,,,5.0
9855,1.5,45,45,,,5.0
11565,1.7,40,40,,,5.0
13985,1.7,89,91,,,5.0
13735,1.4,12,12,,,5.0
25640,9.6,21,22,,,5.0
26550,6.9,40,40,,,5.0
28345,1.4,44,44,,,5.0
16425,4.1,30,30,,,5.0
17825,0.4,66,66,,,5.0
16310,1.4,50,50,,,5.0
16310,1.4,407,470,,,5.0
14015,2.6,103,103,,,5.0
21000,3.1,64,64,,,5.0
16310,1.4,120,120,,,5.0
16310,1.4,361,363,,,5.0
14075,1.7,60,60,,,5.0
10140,3.4,45,45,,,5.0
7790,1.4,72,72,,,5.0
29180,2.8,22,27,,,5.0
28345,1.4,35,35,,,5.0
25640,9.6,104,106,,,5.0
18500,1.5,40,40,,,5.0
29180,2.8,23,25,,,5.0
20635,4.6,62,62,,,5.0
29180,2.8,49,50,,,5.0
32790,4.6,53,53,,,5.0
24775,7.4,50,51,,,5.0
7790,1.4,1312,1466,2.4,4.7,5.0
34635,3.7,124,124,2.4,4.7,5.0
29180,2.8,69,76,2.4,4.7,5.0
27870,7.4,319,362,2.4,4.7,5.0
34650,14.9,25,28,2.4,4.7,5.0
26550,9.6,430,460,2.4,4.7,5.0
21000,3.1,170,171,2.4,4.7,5.0
16310,1.4,111,90,2.4,4.7,5.0
16615,3.1,89,89,2.4,4.7,5.0
16310,1.4,494,512,2.4,4.7,5.0
43365,7.6,36,42,2.4,4.7,5.0
18500,1.5,176,181,2.4,4.7,5.0
21075,2.2,56,56,2.4,4.7,5.0
28345,1.4,123,124,2.4,4.7,5.0
20840,2.6,95,95,2.4,4.7,5.0
16310,1.4,51,51,2.4,4.7,5.0
43365,7.6,50,50,2.4,4.7,5.0
17955,7.3,40,40,2.4,4.7,5.0
15005,2.9,32,33,2.4,4.7,5.0
17825,0.4,14,16,2.4,4.7,5.0
28345,1.4,61,63,2.4,4.7,5.0
28345,1.4,45,45,2.4,4.7,5.0
14685,5.9,69,70,2.4,4.7,5.0
10010,0.6,98,100,2.4,4.7,5.0
17050,3.6,89,90,2.4,4.7,5.0
34365,3.7,30,30,2.4,4.7,5.0
17050,3.6,364,377,2.4,4.7,5.0
21000,3.1,84,88,2.4,4.7,5.0
9855,1.5,45,45,2.4,4.7,5.0
11565,1.7,40,40,2.4,4.7,5.0
13985,1.7,89,91,2.4,4.7,5.0
13735,1.4,12,12,2.4,4.7,5.0
25640,9.6,22,22,2.4,4.7,5.0
26550,6.9,40,40,2.4,4.7,5.0
28345,1.4,44,44,2.4,4.7,5.0
16425,4.1,30,30,2.4,4.7,5.0
17825,0.4,66,66,2.4,4.7,5.0
16310,1.4,50,50,2.4,4.7,5.0
16310,1.4,407,470,2.4,4.7,5.0
14015,2.6,103,103,2.4,4.7,5.0
21000,3.1,63,64,2.4,4.7,5.0
16310,1.4,120,120,2.4,4.7,5.0
16310,1.4,361,363,2.4,4.7,5.0
14075,1.7,60,60,2.4,4.7,5.0
10140,3.4,45,45,2.4,4.7,5.0
7790,1.4,70,72,2.4,4.7,5.0
29180,2.8,22,27,2.4,4.7,5.0
28345,1.4,35,35,2.4,4.7,5.0
25640,9.6,107,106,2.4,4.7,5.0
18500,1.5,40,40,2.4,4.7,5.0
29180,2.8,23,25,2.4,4.7,5.0
20635,4.6,62,62,2.4,4.7,5.0
29180,2.8,50,50,2.4,4.7,5.0
32790,4.6,53,53,2.4,4.7,5.0
24775,7.4,50,51,2.4,4.7,5.0
7790,1.4,1310,1466,-10.4,2.5,5.0
34635,3.7,122,124,-10.4,2.5,5.0
29180,2.8,69,76,-10.4,2.5,5.0
27870,7.4,319,362,-10.4,2.5,5.0
34650,14.9,25,28,-10.4,2.5,5.0
26550,9.6,431,460,-10.4,2.5,5.0
21000,3.1,169,171,-10.4,2.5,5.0
16310,1.4,111,90,-10.4,2.5,5.0
16615,3.1,89,89,-10.4,2.5,5.0
16310,1.4,503,512,-10.4,2.5,5.0
43365,7.6,37,42,-10.4,2.5,5.0
18500,1.5,176,181,-10.4,2.5,5.0
21075,2.2,56,56,-10.4,2.5,5.0
28345,1.4,120,124,-10.4,2.5,5.0
20840,2.6,95,95,-10.4,2.5,5.0
16310,1.4,51,51,-10.4,2.5,5.0
43365,7.6,48,50,-10.4,2.5,5.0
17955,7.3,40,40,-10.4,2.5,5.0
15005,2.9,32,33,-10.4,2.5,5.0
17825,0.4,14,16,-10.4,2.5,5.0
28345,1.4,61,63,-10.4,2.5,5.0
28345,1.4,45,45,-10.4,2.5,5.0
14685,5.9,70,70,-10.4,2.5,5.0
10010,0.6,97,100,-10.4,2.5,5.0
17050,3.6,88,90,-10.4,2.5,5.0
34365,3.7,30,30,-10.4,2.5,5.0
17050,3.6,365,377,-10.4,2.5,5.0
21000,3.1,84,88,-10.4,2.5,5.0
9855,1.5,45,45,-10.4,2.5,5.0
11565,1.7,40,40,-10.4,2.5,5.0
13985,1.7,88,91,-10.4,2.5,5.0
13735,1.4,12,12,-10.4,2.5,5.0
25640,9.6,22,22,-10.4,2.5,5.0
26550,6.9,39,40,-10.4,2.5,5.0
28345,1.4,43,44,-10.4,2.5,5.0
16425,4.1,30,30,-10.4,2.5,5.0
17825,0.4,66,66,-10.4,2.5,5.0
16310,1.4,50,50,-10.4,2.5,5.0
16310,1.4,407,470,-10.4,2.5,5.0
14015,2.6,103,103,-10.4,2.5,5.0
21000,3.1,64,64,-10.4,2.5,5.0
16310,1.4,120,120,-10.4,2.5,5.0
16310,1.4,360,363,-10.4,2.5,5.0
14075,1.7,60,60,-10.4,2.5,5.0
10140,3.4,45,45,-10.4,2.5,5.0
7790,1.4,72,72,-10.4,2.5,5.0
29180,2.8,22,27,-10.4,2.5,5.0
28345,1.4,35,35,-10.4,2.5,5.0
25640,9.6,107,106,-10.4,2.5,5.0
18500,1.5,39,40,-10.4,2.5,5.0
29180,2.8,23,25,-10.4,2.5,5.0
20635,4.6,62,62,-10.4,2.5,5.0
29180,2.8,50,50,-10.4,2.5,5.0
32790,4.6,53,53,-10.4,2.5,5.0
24775,7.4,50,51,-10.4,2.5,5.0
7790,1.4,1306,1466,-13.6,-6.9,5.0
34635,3.7,124,124,-13.6,-6.9,5.0
29180,2.8,69,76,-13.6,-6.9,5.0
27870,7.4,321,362,-13.6,-6.9,5.0
34650,14.9,25,28,-13.6,-6.9,5.0
26550,9.6,431,460,-13.6,-6.9,5.0
21000,3.1,170,171,-13.6,-6.9,5.0
16310,1.4,109,90,-13.6,-6.9,5.0
16615,3.1,89,89,-13.6,-6.9,5.0
16310,1.4,502,512,-13.6,-6.9,5.0
43365,7.6,37,42,-13.6,-6.9,5.0
18500,1.5,173,181,-13.6,-6.9,5.0
21075,2.2,56,56,-13.6,-6.9,5.0
28345,1.4,121,124,-13.6,-6.9,5.0
20840,2.6,95,95,-13.6,-6.9,5.0
16310,1.4,51,51,-13.6,-6.9,5.0
43365,7.6,49,50,-13.6,-6.9,5.0
17955,7.3,39,40,-13.6,-6.9,5.0
15005,2.9,32,33,-13.6,-6.9,5.0
17825,0.4,14,16,-13.6,-6.9,5.0
28345,1.4,61,63,-13.6,-6.9,5.0
28345,1.4,45,45,-13.6,-6.9,5.0
14685,5.9,70,70,-13.6,-6.9,5.0
10010,0.6,99,100,-13.6,-6.9,5.0
17050,3.6,90,90,-13.6,-6.9,5.0
34365,3.7,30,30,-13.6,-6.9,5.0
17050,3.6,364,377,-13.6,-6.9,5.0
21000,3.1,83,88,-13.6,-6.9,5.0
9855,1.5,44,45,-13.6,-6.9,5.0
11565,1.7,40,40,-13.6,-6.9,5.0
13985,1.7,88,91,-13.6,-6.9,5.0
13735,1.4,12,12,-13.6,-6.9,5.0
25640,9.6,22,22,-13.6,-6.9,5.0
26550,6.9,40,40,-13.6,-6.9,5.0
28345,1.4,44,44,-13.6,-6.9,5.0
16425,4.1,30,30,-13.6,-6.9,5.0
17825,0.4,66,66,-13.6,-6.9,5.0
16310,1.4,49,50,-13.6,-6.9,5.0
16310,1.4,406,470,-13.6,-6.9,5.0
14015,2.6,103,103,-13.6,-6.9,5.0
21000,3.1,64,64,-13.6,-6.9,5.0
16310,1.4,120,120,-13.6,-6.9,5.0
16310,1.4,361,363,-13.6,-6.9,5.0
14075,1.7,59,60,-13.6,-6.9,5.0
10140,3.4,45,45,-13.6,-6.9,5.0
7790,1.4,72,72,-13.6,-6.9,5.0
29180,2.8,22,27,-13.6,-6.9,5.0
28345,1.4,34,35,-13.6,-6.9,5.0
25640,9.6,107,106,-13.6,-6.9,5.0
18500,1.5,39,40,-13.6,-6.9,5.0
29180,2.8,23,25,-13.6,-6.9,5.0
20635,4.6,62,62,-13.6,-6.9,5.0
29180,2.8,49,50,-13.6,-6.9,5.0
32790,4.6,53,53,-13.6,-6.9,5.0
24775,7.4,50,51,-13.6,-6.9,5.0
7790,1.4,1303,1466,-7.6,2.6,5.0
34635,3.7,124,124,-7.6,2.6,5.0
29180,2.8,64,76,-7.6,2.6,5.0
27870,7.4,316,362,-7.6,2.6,5.0
34650,14.9,25,28,-7.6,2.6,5.0
26550,9.6,434,460,-7.6,2.6,5.0
21000,3.1,171,171,-7.6,2.6,5.0
16310,1.4,109,90,-7.6,2.6,5.0
16615,3.1,89,89,-7.6,2.6,5.0
16310,1.4,507,512,-7.6,2.6,5.0
43365,7.6,37,42,-7.6,2.6,5.0
18500,1.5,173,181,-7.6,2.6,5.0
21075,2.2,56,56,-7.6,2.6,5.0
28345,1.4,121,124,-7.6,2.6,5.0
20840,2.6,95,95,-7.6,2.6,5.0
16310,1.4,51,51,-7.6,2.6,5.0
43365,7.6,49,50,-7.6,2.6,5.0
17955,7.3,40,40,-7.6,2.6,5.0
15005,2.9,32,33,-7.6,2.6,5.0
17825,0.4,14,16,-7.6,2.6,5.0
28345,1.4,61,63,-7.6,2.6,5.0
28345,1.4,45,45,-7.6,2.6,5.0
14685,5.9,70,70,-7.6,2.6,5.0
10010,0.6,99,100,-7.6,2.6,5.0
17050,3.6,90,90,-7.6,2.6,5.0
34365,3.7,30,30,-7.6,2.6,5.0
17050,3.6,364,377,-7.6,2.6,5.0
21000,3.1,83,88,-7.6,2.6,5.0
9855,1.5,45,45,-7.6,2.6,5.0
11565,1.7,40,40,-7.6,2.6,5.0
13985,1.7,88,91,-7.6,2.6,5.0
13735,1.4,12,12,-7.6,2.6,5.0
25640,9.6,22,22,-7.6,2.6,5.0
26550,6.9,40,40,-7.6,2.6,5.0
28345,1.4,44,44,-7.6,2.6,5.0
16425,4.1,30,30,-7.6,2.6,5.0
17825,0.4,66,66,-7.6,2.6,5.0
16310,1.4,48,50,-7.6,2.6,5.0
16310,1.4,407,470,-7.6,2.6,5.0
14015,2.6,103,103,-7.6,2.6,5.0
21000,3.1,64,64,-7.6,2.6,5.0
16310,1.4,120,120,-7.6,2.6,5.0
16310,1.4,361,363,-7.6,2.6,5.0
14075,1.7,60,60,-7.6,2.6,5.0
10140,3.4,45,45,-7.6,2.6,5.0
7790,1.4,72,72,-7.6,2.6,5.0
29180,2.8,22,27,-7.6,2.6,5.0
28345,1.4,35,35,-7.6,2.6,5.0
25640,9.6,107,106,-7.6,2.6,5.0
18500,1.5,40,40,-7.6,2.6,5.0
29180,2.8,23,25,-7.6,2.6,5.0
20635,4.6,62,62,-7.6,2.6,5.0
29180,2.8,50,50,-7.6,2.6,5.0
32790,4.6,52,53,-7.6,2.6,5.0
24775,7.4,50,51,-7.6,2.6,5.0
7790,1.4,1298,1466,-10.4,1.3,5.0
34635,3.7,120,124,-10.4,1.3,5.0
29180,2.8,64,76,-10.4,1.3,5.0
27870,7.4,313,362,-10.4,1.3,5.0
34650,14.9,25,28,-10.4,1.3,5.0
26550,9.6,434,460,-10.4,1.3,5.0
21000,3.1,171,171,-10.4,1.3,5.0
16310,1.4,109,90,-10.4,1.3,5.0
16615,3.1,89,89,-10.4,1.3,5.0
16310,1.4,509,512,-10.4,1.3,5.0
43365,7.6,37,42,-10.4,1.3,5.0
18500,1.5,176,181,-10.4,1.3,5.0
21075,2.2,56,56,-10.4,1.3,5.0
28345,1.4,122,124,-10.4,1.3,5.0
20840,2.6,95,95,-10.4,1.3,5.0
16310,1.4,51,51,-10.4,1.3,5.0
43365,7.6,49,50,-10.4,1.3,5.0
17955,7.3,40,40,-10.4,1.3,5.0
15005,2.9,32,33,-10.4,1.3,5.0
17825,0.4,14,16,-10.4,1.3,5.0
28345,1.4,61,63,-10.4,1.3,5.0
28345,1.4,45,45,-10.4,1.3,5.0
14685,5.9,70,70,-10.4,1.3,5.0
10010,0.6,99,100,-10.4,1.3,5.0
17050,3.6,90,90,-10.4,1.3,5.0
34365,3.7,30,30,-10.4,1.3,5.0
17050,3.6,364,377,-10.4,1.3,5.0
21000,3.1,83,88,-10.4,1.3,5.0
9855,1.5,45,45,-10.4,1.3,5.0
11565,1.7,40,40,-10.4,1.3,5.0
13985,1.7,88,91,-10.4,1.3,5.0
13735,1.4,12,12,-10.4,1.3,5.0
25640,9.6,22,22,-10.4,1.3,5.0
26550,6.9,40,40,-10.4,1.3,5.0
28345,1.4,44,44,-10.4,1.3,5.0
16425,4.1,30,30,-10.4,1.3,5.0
17825,0.4,66,66,-10.4,1.3,5.0
16310,1.4,50,50,-10.4,1.3,5.0
16310,1.4,407,470,-10.4,1.3,5.0
14015,2.6,103,103,-10.4,1.3,5.0
21000,3.1,64,64,-10.4,1.3,5.0
16310,1.4,120,120,-10.4,1.3,5.0
16310,1.4,360,363,-10.4,1.3,5.0
14075,1.7,60,60,-10.4,1.3,5.0
10140,3.4,45,45,-10.4,1.3,5.0
7790,1.4,71,72,-10.4,1.3,5.0
29180,2.8,23,27,-10.4,1.3,5.0
28345,1.4,35,35,-10.4,1.3,5.0
25640,9.6,107,106,-10.4,1.3,5.0
18500,1.5,39,40,-10.4,1.3,5.0
29180,2.8,23,25,-10.4,1.3,5.0
20635,4.6,62,62,-10.4,1.3,5.0
29180,2.8,50,50,-10.4,1.3,5.0
32790,4.6,53,53,-10.4,1.3,5.0
24775,7.4,50,51,-10.4,1.3,5.0
7790,1.4,1305,1466,-13.2,-4.5,5.0
34635,3.7,123,124,-13.2,-4.5,5.0
29180,2.8,67,76,-13.2,-4.5,5.0
27870,7.4,313,362,-13.2,-4.5,5.0
34650,14.9,27,28,-13.2,-4.5,5.0
26550,9.6,426,460,-13.2,-4.5,5.0
21000,3.1,171,171,-13.2,-4.5,5.0
16310,1.4,109,90,-13.2,-4.5,5.0
16615,3.1,89,89,-13.2,-4.5,5.0
16310,1.4,509,517,-13.2,-4.5,5.0
43365,7.6,37,42,-13.2,-4.5,5.0
18500,1.5,173,181,-13.2,-4.5,5.0
21075,2.2,56,56,-13.2,-4.5,5.0
28345,1.4,122,124,-13.2,-4.5,5.0
20840,2.6,95,95,-13.2,-4.5,5.0
16310,1.4,51,51,-13.2,-4.5,5.0
43365,7.6,50,50,-13.2,-4.5,5.0
17955,7.3,39,40,-13.2,-4.5,5.0
15005,2.9,32,33,-13.2,-4.5,5.0
17825,0.4,14,16,-13.2,-4.5,5.0
28345,1.4,62,63,-13.2,-4.5,5.0
28345,1.4,45,45,-13.2,-4.5,5.0
14685,5.9,69,70,-13.2,-4.5,5.0
10010,0.6,97,100,-13.2,-4.5,5.0
17050,3.6,87,90,-13.2,-4.5,5.0
34365,3.7,30,30,-13.2,-4.5,5.0
17050,3.6,362,377,-13.2,-4.5,5.0
21000,3.1,83,88,-13.2,-4.5,5.0
9855,1.5,44,45,-13.2,-4.5,5.0
11565,1.7,40,40,-13.2,-4.5,5.0
13985,1.7,89,91,-13.2,-4.5,5.0
13735,1.4,12,12,-13.2,-4.5,5.0
25640,9.6,22,22,-13.2,-4.5,5.0
26550,6.9,40,40,-13.2,-4.5,5.0
28345,1.4,43,44,-13.2,-4.5,5.0
16425,4.1,30,30,-13.2,-4.5,5.0
17825,0.4,66,66,-13.2,-4.5,5.0
16310,1.4,50,50,-13.2,-4.5,5.0
16310,1.4,405,470,-13.2,-4.5,5.0
14015,2.6,103,103,-13.2,-4.5,5.0
21000,3.1,62,64,-13.2,-4.5,5.0
16310,1.4,120,120,-13.2,-4.5,5.0
16310,1.4,361,363,-13.2,-4.5,5.0
14075,1.7,60,60,-13.2,-4.5,5.0
10140,3.4,45,45,-13.2,-4.5,5.0
7790,1.4,72,72,-13.2,-4.5,5.0
29180,2.8,23,27,-13.2,-4.5,5.0
28345,1.4,35,35,-13.2,-4.5,5.0
25640,9.6,105,106,-13.2,-4.5,5.0
18500,1.5,40,40,-13.2,-4.5,5.0
29180,2.8,23,25,-13.2,-4.5,5.0
20635,4.6,62,62,-13.2,-4.5,5.0
29180,2.8,50,50,-13.2,-4.5,5.0
32790,4.6,53,53,-13.2,-4.5,5.0
24775,7.4,50,51,-13.2,-4.5,5.0
7790,1.4,1307,1466,-7.7,-1.7,5.0
34635,3.7,123,124,-7.7,-1.7,5.0
29180,2.8,67,76,-7.7,-1.7,5.0
27870,7.4,323,362,-7.7,-1.7,5.0
34650,14.9,27,28,-7.7,-1.7,5.0
26550,9.6,424,460,-7.7,-1.7,5.0
21000,3.1,170,171,-7.7,-1.7,5.0
16310,1.4,109,90,-7.7,-1.7,5.0
16615,3.1,89,89,-7.7,-1.7,5.0
16310,1.4,514,522,-7.7,-1.7,5.0
43365,7.6,37,42,-7.7,-1.7,5.0
18500,1.5,174,181,-7.7,-1.7,5.0
21075,2.2,56,56,-7.7,-1.7,5.0
28345,1.4,122,124,-7.7,-1.7,5.0
20840,2.6,95,95,-7.7,-1.7,5.0
16310,1.4,51,51,-7.7,-1.7,5.0
43365,7.6,50,50,-7.7,-1.7,5.0
17955,7.3,39,40,-7.7,-1.7,5.0
15005,2.9,32,33,-7.7,-1.7,5.0
17825,0.4,14,16,-7.7,-1.7,5.0
28345,1.4,62,63,-7.7,-1.7,5.0
28345,1.4,44,45,-7.7,-1.7,5.0
14685,5.9,70,70,-7.7,-1.7,5.0
10010,0.6,99,100,-7.7,-1.7,5.0
17050,3.6,90,90,-7.7,-1.7,5.0
34365,3.7,28,30,-7.7,-1.7,5.0
17050,3.6,365,377,-7.7,-1.7,5.0
21000,3.1,83,88,-7.7,-1.7,5.0
9855,1.5,44,45,-7.7,-1.7,5.0
11565,1.7,40,40,-7.7,-1.7,5.0
13985,1.7,89,91,-7.7,-1.7,5.0
13735,1.4,12,12,-7.7,-1.7,5.0
25640,9.6,22,22,-7.7,-1.7,5.0
26550,6.9,40,40,-7.7,-1.7,5.0
28345,1.4,42,44,-7.7,-1.7,5.0
16425,4.1,30,30,-7.7,-1.7,5.0
17825,0.4,66,66,-7.7,-1.7,5.0
16310,1.4,50,50,-7.7,-1.7,5.0
16310,1.4,410,470,-7.7,-1.7,5.0
14015,2.6,103,103,-7.7,-1.7,5.0
21000,3.1,61,64,-7.7,-1.7,5.0
16310,1.4,120,120,-7.7,-1.7,5.0
16310,1.4,361,363,-7.7,-1.7,5.0
14075,1.7,60,60,-7.7,-1.7,5.0
10140,3.4,45,45,-7.7,-1.7,5.0
7790,1.4,72,72,-7.7,-1.7,5.0
29180,2.8,23,27,-7.7,-1.7,5.0
28345,1.4,35,35,-7.7,-1.7,5.0
25640,9.6,107,106,-7.7,-1.7,5.0
18500,1.5,39,40,-7.7,-1.7,5.0
29180,2.8,23,25,-7.7,-1.7,5.0
20635,4.6,62,62,-7.7,-1.7,5.0
29180,2.8,49,50,-7.7,-1.7,5.0
32790,4.6,53,53,-7.7,-1.7,5.0
24775,7.4,50,51,-7.7,-1.7,5.0
7790,1.4,1310,1466,-5.3,1.4,5.0
34635,3.7,123,124,-5.3,1.4,5.0
29180,2.8,67,76,-5.3,1.4,5.0
27870,7.4,323,362,-5.3,1.4,5.0
34650,14.9,27,28,-5.3,1.4,5.0
26550,9.6,421,460,-5.3,1.4,5.0
21000,3.1,170,171,-5.3,1.4,5.0
16310,1.4,109,90,-5.3,1.4,5.0
16615,3.1,89,89,-5.3,1.4,5.0
16310,1.4,520,527,-5.3,1.4,5.0
43365,7.6,38,42,-5.3,1.4,5.0
18500,1.5,175,181,-5.3,1.4,5.0
21075,2.2,56,56,-5.3,1.4,5.0
28345,1.4,122,124,-5.3,1.4,5.0
20840,2.6,95,95,-5.3,1.4,5.0
16310,1.4,51,51,-5.3,1.4,5.0
43365,7.6,49,50,-5.3,1.4,5.0
17955,7.3,38,40,-5.3,1.4,5.0
15005,2.9,33,33,-5.3,1.4,5.0
17825,0.4,14,16,-5.3,1.4,5.0
