POPULATION,AREA,OCCUPANCY,CAPACITY,Min_Temp_C,Max_Temp_C,Unemployment_Rate
21000,3.1,126,210,14.1,23.2,14.9
16310,1.4,86,110,14.1,23.2,14.9
16615,3.1,69,69,14.1,23.2,14.9
16310,1.4,209,540,14.1,23.2,14.9
43365,7.6,23,33,14.1,23.2,14.9
18500,1.5,129,223,14.1,23.2,14.9
21075,2.2,23,28,14.1,23.2,14.9
28345,1.4,81,83,14.1,23.2,14.9
20840,2.6,40,40,14.1,23.2,14.9
16310,1.4,29,29,14.1,23.2,14.9
43365,7.6,49,50,14.1,23.2,14.9
17955,7.3,14,40,14.1,23.2,14.9
15005,2.9,10,14,14.1,23.2,14.9
17825,0.4,16,16,14.1,23.2,14.9
28345,1.4,55,63,14.1,23.2,14.9
28345,1.4,25,45,14.1,23.2,14.9
14685,5.9,34,70,14.1,23.2,14.9
10010,0.6,53,55,14.1,23.2,14.9
17050,3.6,45,47,14.1,23.2,14.9
34365,3.7,0,30,14.1,23.2,14.9
17050,3.6,214,332,14.1,23.2,14.9
21000,3.1,83,88,14.1,23.2,14.9
9855,1.5,24,45,14.1,23.2,14.9
11565,1.7,7,15,14.1,23.2,14.9
13985,1.7,55,86,14.1,23.2,14.9
13735,1.4,6,14,14.1,23.2,14.9
25640,9.6,17,22,14.1,23.2,14.9
26550,6.9,23,40,14.1,23.2,14.9
28345,1.4,15,44,14.1,23.2,14.9
16425,4.1,30,30,14.1,23.2,14.9
17825,0.4,0,53,14.1,23.2,14.9
16310,1.4,40,47,14.1,23.2,14.9
16310,1.4,297,440,14.1,23.2,14.9
14015,2.6,80,82,14.1,23.2,14.9
21000,3.1,0,4,14.1,23.2,14.9
16310,1.4,66,120,14.1,23.2,14.9
16310,1.4,160,363,14.1,23.2,14.9
14075,1.7,0,0,14.1,23.2,14.9
10140,3.4,30,40,14.1,23.2,14.9
7790,1.4,36,39,14.1,23.2,14.9
29180,2.8,15,27,14.1,23.2,14.9
28345,1.4,9,19,14.1,23.2,14.9
25640,9.6,74,90,14.1,23.2,14.9
18500,1.5,19,20,14.1,23.2,14.9
29180,2.8,22,25,14.1,23.2,14.9
20635,4.6,41,62,14.1,23.2,14.9
29180,2.8,0,48,14.1,23.2,14.9
32790,4.6,34,53,14.1,23.2,14.9
24775,7.4,42,45,14.1,23.2,14.9
7790,1.4,879,1122,14.0,28.1,14.9
34635,3.7,55,101,14.0,28.1,14.9
29180,2.8,25,76,14.0,28.1,14.9
27870,7.4,288,352,14.0,28.1,14.9
34650,14.9,10,12,14.0,28.1,14.9
26550,9.6,541,718,14.0,28.1,14.9
21000,3.1,126,210,14.0,28.1,14.9
16310,1.4,86,110,14.0,28.1,14.9
16615,3.1,68,69,14.0,28.1,14.9
16310,1.4,207,540,14.0,28.1,14.9
43365,7.6,25,33,14.0,28.1,14.9
18500,1.5,130,223,14.0,28.1,14.9
21075,2.2,23,28,14.0,28.1,14.9
28345,1.4,81,83,14.0,28.1,14.9
20840,2.6,40,40,14.0,28.1,14.9
16310,1.4,29,29,14.0,28.1,14.9
43365,7.6,49,50,14.0,28.1,14.9
17955,7.3,14,40,14.0,28.1,14.9
15005,2.9,10,16,14.0,28.1,14.9
17825,0.4,16,16,14.0,28.1,14.9
28345,1.4,55,63,14.0,28.1,14.9
28345,1.4,25,45,14.0,28.1,14.9
14685,5.9,32,70,14.0,28.1,14.9
10010,0.6,53,55,14.0,28.1,14.9
17050,3.6,44,47,14.0,28.1,14.9
34365,3.7,0,30,14.0,28.1,14.9
17050,3.6,205,332,14.0,28.1,14.9
21000,3.1,83,88,14.0,28.1,14.9
9855,1.5,24,45,14.0,28.1,14.9
11565,1.7,5,15,14.0,28.1,14.9
13985,1.7,55,86,14.0,28.1,14.9
13735,1.4,6,14,14.0,28.1,14.9
25640,9.6,17,22,14.0,28.1,14.9
26550,6.9,22,40,14.0,28.1,14.9
28345,1.4,15,44,14.0,28.1,14.9
16425,4.1,30,30,14.0,28.1,14.9
17825,0.4,0,53,14.0,28.1,14.9
16310,1.4,39,47,14.0,28.1,14.9
16310,1.4,295,440,14.0,28.1,14.9
14015,2.6,81,82,14.0,28.1,14.9
21000,3.1,0,4,14.0,28.1,14.9
16310,1.4,64,120,14.0,28.1,14.9
16310,1.4,150,363,14.0,28.1,14.9
14075,1.7,0,0,14.0,28.1,14.9
10140,3.4,30,40,14.0,28.1,14.9
7790,1.4,36,39,14.0,28.1,14.9
29180,2.8,15,27,14.0,28.1,14.9
28345,1.4,8,19,14.0,28.1,14.9
25640,9.6,74,90,14.0,28.1,14.9
18500,1.5,19,20,14.0,28.1,14.9
29180,2.8,22,25,14.0,28.1,14.9
20635,4.6,41,62,14.0,28.1,14.9
29180,2.8,0,48,14.0,28.1,14.9
32790,4.6,34,53,14.0,28.1,14.9
24775,7.4,41,45,14.0,28.1,14.9
7790,1.4,879,1122,16.0,28.8,14.9
34635,3.7,55,101,16.0,28.8,14.9
29180,2.8,25,76,16.0,28.8,14.9
27870,7.4,288,352,16.0,28.8,14.9
34650,14.9,10,12,16.0,28.8,14.9
26550,9.6,554,718,16.0,28.8,14.9
21000,3.1,124,210,16.0,28.8,14.9
16310,1.4,84,110,16.0,28.8,14.9
16615,3.1,67,67,16.0,28.8,14.9
16310,1.4,207,540,16.0,28.8,14.9
43365,7.6,25,33,16.0,28.8,14.9
18500,1.5,131,223,16.0,28.8,14.9
21075,2.2,23,28,16.0,28.8,14.9
28345,1.4,82,83,16.0,28.8,14.9
20840,2.6,40,40,16.0,28.8,14.9
16310,1.4,29,29,16.0,28.8,14.9
43365,7.6,49,50,16.0,28.8,14.9
17955,7.3,16,40,16.0,28.8,14.9
15005,2.9,9,16,16.0,28.8,14.9
17825,0.4,16,16,16.0,28.8,14.9
28345,1.4,55,63,16.0,28.8,14.9
28345,1.4,25,45,16.0,28.8,14.9
14685,5.9,30,70,16.0,28.8,14.9
10010,0.6,54,55,16.0,28.8,14.9
17050,3.6,46,47,16.0,28.8,14.9
34365,3.7,0,30,16.0,28.8,14.9
17050,3.6,193,332,16.0,28.8,14.9
21000,3.1,83,88,16.0,28.8,14.9
9855,1.5,24,45,16.0,28.8,14.9
11565,1.7,5,15,16.0,28.8,14.9
13985,1.7,55,86,16.0,28.8,14.9
13735,1.4,6,14,16.0,28.8,14.9
25640,9.6,17,22,16.0,28.8,14.9
26550,6.9,22,40,16.0,28.8,14.9
28345,1.4,15,44,16.0,28.8,14.9
16425,4.1,30,30,16.0,28.8,14.9
17825,0.4,0,35,16.0,28.8,14.9
16310,1.4,40,47,16.0,28.8,14.9
16310,1.4,285,440,16.0,28.8,14.9
14015,2.6,82,82,16.0,28.8,14.9
21000,3.1,0,4,16.0,28.8,14.9
16310,1.4,63,120,16.0,28.8,14.9
16310,1.4,137,363,16.0,28.8,14.9
14075,1.7,0,0,16.0,28.8,14.9
10140,3.4,30,40,16.0,28.8,14.9
7790,1.4,36,39,16.0,28.8,14.9
29180,2.8,15,27,16.0,28.8,14.9
28345,1.4,8,19,16.0,28.8,14.9
25640,9.6,74,90,16.0,28.8,14.9
18500,1.5,19,20,16.0,28.8,14.9
29180,2.8,22,25,16.0,28.8,14.9
20635,4.6,41,62,16.0,28.8,14.9
29180,2.8,0,48,16.0,28.8,14.9
32790,4.6,34,53,16.0,28.8,14.9
24775,7.4,41,45,16.0,28.8,14.9
7790,1.4,879,1122,17.3,25.8,14.9
34635,3.7,55,101,17.3,25.8,14.9
29180,2.8,25,76,17.3,25.8,14.9
27870,7.4,291,352,17.3,25.8,14.9
34650,14.9,9,12,17.3,25.8,14.9
26550,9.6,550,718,17.3,25.8,14.9
21000,3.1,122,210,17.3,25.8,14.9
16310,1.4,89,110,17.3,25.8,14.9
16615,3.1,67,67,17.3,25.8,14.9
16310,1.4,206,540,17.3,25.8,14.9
43365,7.6,26,33,17.3,25.8,14.9
18500,1.5,131,223,17.3,25.8,14.9
21075,2.2,23,28,17.3,25.8,14.9
28345,1.4,82,83,17.3,25.8,14.9
20840,2.6,40,40,17.3,25.8,14.9
16310,1.4,27,29,17.3,25.8,14.9
43365,7.6,49,50,17.3,25.8,14.9
17955,7.3,16,40,17.3,25.8,14.9
15005,2.9,9,16,17.3,25.8,14.9
17825,0.4,16,16,17.3,25.8,14.9
28345,1.4,55,63,17.3,25.8,14.9
28345,1.4,25,45,17.3,25.8,14.9
14685,5.9,30,70,17.3,25.8,14.9
10010,0.6,54,55,17.3,25.8,14.9
17050,3.6,46,47,17.3,25.8,14.9
34365,3.7,0,30,17.3,25.8,14.9
17050,3.6,182,332,17.3,25.8,14.9
21000,3.1,82,88,17.3,25.8,14.9
9855,1.5,20,45,17.3,25.8,14.9
11565,1.7,8,15,17.3,25.8,14.9
13985,1.7,55,86,17.3,25.8,14.9
13735,1.4,6,14,17.3,25.8,14.9
25640,9.6,17,22,17.3,25.8,14.9
26550,6.9,22,40,17.3,25.8,14.9
28345,1.4,15,44,17.3,25.8,14.9
16425,4.1,30,30,17.3,25.8,14.9
17825,0.4,0,35,17.3,25.8,14.9
16310,1.4,38,47,17.3,25.8,14.9
16310,1.4,282,440,17.3,25.8,14.9
14015,2.6,82,82,17.3,25.8,14.9
21000,3.1,0,4,17.3,25.8,14.9
16310,1.4,57,120,17.3,25.8,14.9
16310,1.4,132,363,17.3,25.8,14.9
14075,1.7,0,0,17.3,25.8,14.9
10140,3.4,30,40,17.3,25.8,14.9
7790,1.4,36,39,17.3,25.8,14.9
29180,2.8,15,27,17.3,25.8,14.9
28345,1.4,9,19,17.3,25.8,14.9
25640,9.6,77,90,17.3,25.8,14.9
18500,1.5,19,20,17.3,25.8,14.9
29180,2.8,22,25,17.3,25.8,14.9
20635,4.6,41,62,17.3,25.8,14.9
29180,2.8,0,48,17.3,25.8,14.9
32790,4.6,34,53,17.3,25.8,14.9
24775,7.4,41,45,17.3,25.8,14.9
7790,1.4,875,1122,15.2,25.3,14.9
34635,3.7,55,101,15.2,25.3,14.9
29180,2.8,25,76,15.2,25.3,14.9
27870,7.4,289,352,15.2,25.3,14.9
34650,14.9,10,12,15.2,25.3,14.9
26550,9.6,547,718,15.2,25.3,14.9
21000,3.1,122,210,15.2,25.3,14.9
16310,1.4,89,110,15.2,25.3,14.9
16615,3.1,67,67,15.2,25.3,14.9
16310,1.4,206,540,15.2,25.3,14.9
43365,7.6,26,33,15.2,25.3,14.9
18500,1.5,130,223,15.2,25.3,14.9
21075,2.2,23,28,15.2,25.3,14.9
28345,1.4,81,83,15.2,25.3,14.9
20840,2.6,40,40,15.2,25.3,14.9
16310,1.4,29,29,15.2,25.3,14.9
43365,7.6,49,50,15.2,25.3,14.9
17955,7.3,16,40,15.2,25.3,14.9
15005,2.9,9,16,15.2,25.3,14.9
17825,0.4,15,16,15.2,25.3,14.9
28345,1.4,58,63,15.2,25.3,14.9
28345,1.4,24,45,15.2,25.3,14.9
14685,5.9,30,70,15.2,25.3,14.9
10010,0.6,54,55,15.2,25.3,14.9
17050,3.6,45,47,15.2,25.3,14.9
34365,3.7,0,30,15.2,25.3,14.9
17050,3.6,170,332,15.2,25.3,14.9
21000,3.1,82,88,15.2,25.3,14.9
9855,1.5,20,45,15.2,25.3,14.9
11565,1.7,10,15,15.2,25.3,14.9
13985,1.7,55,86,15.2,25.3,14.9
13735,1.4,6,14,15.2,25.3,14.9
25640,9.6,17,22,15.2,25.3,14.9
26550,6.9,21,40,15.2,25.3,14.9
28345,1.4,15,44,15.2,25.3,14.9
16425,4.1,30,30,15.2,25.3,14.9
17825,0.4,0,35,15.2,25.3,14.9
16310,1.4,40,47,15.2,25.3,14.9
16310,1.4,282,440,15.2,25.3,14.9
14015,2.6,82,82,15.2,25.3,14.9
21000,3.1,0,4,15.2,25.3,14.9
16310,1.4,57,120,15.2,25.3,14.9
16310,1.4,132,363,15.2,25.3,14.9
14075,1.7,0,0,15.2,25.3,14.9
10140,3.4,30,40,15.2,25.3,14.9
7790,1.4,35,39,15.2,25.3,14.9
29180,2.8,15,27,15.2,25.3,14.9
28345,1.4,9,19,15.2,25.3,14.9
25640,9.6,77,90,15.2,25.3,14.9
18500,1.5,19,20,15.2,25.3,14.9
29180,2.8,22,25,15.2,25.3,14.9
20635,4.6,41,62,15.2,25.3,14.9
29180,2.8,0,48,15.2,25.3,14.9
32790,4.6,34,53,15.2,25.3,14.9
24775,7.4,41,45,15.2,25.3,14.9
7790,1.4,875,1122,12.7,21.6,14.9
34635,3.7,55,101,12.7,21.6,14.9
29180,2.8,25,76,12.7,21.6,14.9
27870,7.4,290,352,12.7,21.6,14.9
34650,14.9,10,12,12.7,21.6,14.9
26550,9.6,541,718,12.7,21.6,14.9
21000,3.1,122,210,12.7,21.6,14.9
16310,1.4,88,110,12.7,21.6,14.9
16615,3.1,67,67,12.7,21.6,14.9
16310,1.4,207,540,12.7,21.6,14.9
43365,7.6,27,33,12.7,21.6,14.9
18500,1.5,130,223,12.7,21.6,14.9
21075,2.2,23,28,12.7,21.6,14.9
28345,1.4,82,83,12.7,21.6,14.9
20840,2.6,40,40,12.7,21.6,14.9
16310,1.4,29,29,12.7,21.6,14.9
43365,7.6,49,50,12.7,21.6,14.9
17955,7.3,15,40,12.7,21.6,14.9
15005,2.9,9,16,12.7,21.6,14.9
17825,0.4,16,16,12.7,21.6,14.9
28345,1.4,58,63,12.7,21.6,14.9
28345,1.4,24,45,12.7,21.6,14.9
14685,5.9,30,70,12.7,21.6,14.9
10010,0.6,50,55,12.7,21.6,14.9
17050,3.6,45,47,12.7,21.6,14.9
34365,3.7,0,30,12.7,21.6,14.9
17050,3.6,167,332,12.7,21.6,14.9
21000,3.1,82,88,12.7,21.6,14.9
9855,1.5,20,45,12.7,21.6,14.9
11565,1.7,10,15,12.7,21.6,14.9
13985,1.7,55,86,12.7,21.6,14.9
13735,1.4,6,14,12.7,21.6,14.9
25640,9.6,17,22,12.7,21.6,14.9
26550,6.9,21,40,12.7,21.6,14.9
28345,1.4,15,44,12.7,21.6,14.9
16425,4.1,29,30,12.7,21.6,14.9
17825,0.4,0,35,12.7,21.6,14.9
16310,1.4,40,47,12.7,21.6,14.9
16310,1.4,282,440,12.7,21.6,14.9
14015,2.6,82,82,12.7,21.6,14.9
21000,3.1,0,4,12.7,21.6,14.9
16310,1.4,57,120,12.7,21.6,14.9
16310,1.4,133,363,12.7,21.6,14.9
14075,1.7,0,0,12.7,21.6,14.9
10140,3.4,30,40,12.7,21.6,14.9
7790,1.4,36,39,12.7,21.6,14.9
29180,2.8,13,27,12.7,21.6,14.9
28345,1.4,9,19,12.7,21.6,14.9
25640,9.6,77,90,12.7,21.6,14.9
18500,1.5,19,20,12.7,21.6,14.9
29180,2.8,22,25,12.7,21.6,14.9
20635,4.6,41,62,12.7,21.6,14.9
29180,2.8,0,48,12.7,21.6,14.9
32790,4.6,34,53,12.7,21.6,14.9
24775,7.4,41,45,12.7,21.6,14.9
7790,1.4,873,1122,12.2,22.8,14.9
34635,3.7,55,101,12.2,22.8,14.9
29180,2.8,25,76,12.2,22.8,14.9
27870,7.4,292,352,12.2,22.8,14.9
34650,14.9,11,12,12.2,22.8,14.9
26550,9.6,531,718,12.2,22.8,14.9
21000,3.1,122,210,12.2,22.8,14.9
16310,1.4,88,110,12.2,22.8,14.9
16615,3.1,67,67,12.2,22.8,14.9
16310,1.4,209,540,12.2,22.8,14.9
43365,7.6,29,33,12.2,22.8,14.9
18500,1.5,130,223,12.2,22.8,14.9
21075,2.2,23,28,12.2,22.8,14.9
28345,1.4,81,83,12.2,22.8,14.9
20840,2.6,40,40,12.2,22.8,14.9
16310,1.4,29,29,12.2,22.8,14.9
43365,7.6,48,50,12.2,22.8,14.9
17955,7.3,16,40,12.2,22.8,14.9
15005,2.9,9,16,12.2,22.8,14.9
17825,0.4,16,16,12.2,22.8,14.9
28345,1.4,57,63,12.2,22.8,14.9
28345,1.4,24,45,12.2,22.8,14.9
14685,5.9,32,70,12.2,22.8,14.9
10010,0.6,50,55,12.2,22.8,14.9
17050,3.6,45,47,12.2,22.8,14.9
34365,3.7,0,30,12.2,22.8,14.9
17050,3.6,147,332,12.2,22.8,14.9
21000,3.1,82,88,12.2,22.8,14.9
9855,1.5,19,45,12.2,22.8,14.9
11565,1.7,11,15,12.2,22.8,14.9
13985,1.7,55,86,12.2,22.8,14.9
13735,1.4,6,14,12.2,22.8,14.9
25640,9.6,17,22,12.2,22.8,14.9
26550,6.9,21,40,12.2,22.8,14.9
28345,1.4,15,44,12.2,22.8,14.9
16425,4.1,29,30,12.2,22.8,14.9
17825,0.4,12,35,12.2,22.8,14.9
16310,1.4,40,47,12.2,22.8,14.9
16310,1.4,280,440,12.2,22.8,14.9
14015,2.6,82,82,12.2,22.8,14.9
21000,3.1,0,4,12.2,22.8,14.9
16310,1.4,56,120,12.2,22.8,14.9
16310,1.4,133,363,12.2,22.8,14.9
14075,1.7,0,0,12.2,22.8,14.9
10140,3.4,30,40,12.2,22.8,14.9
7790,1.4,36,39,12.2,22.8,14.9
29180,2.8,13,27,12.2,22.8,14.9
28345,1.4,9,19,12.2,22.8,14.9
25640,9.6,77,90,12.2,22.8,14.9
18500,1.5,18,20,12.2,22.8,14.9
29180,2.8,22,25,12.2,22.8,14.9
20635,4.6,40,62,12.2,22.8,14.9
29180,2.8,0,48,12.2,22.8,14.9
32790,4.6,33,53,12.2,22.8,14.9
24775,7.4,40,45,12.2,22.8,14.9
7790,1.4,866,1122,16.1,30.5,14.9
34635,3.7,55,101,16.1,30.5,14.9
29180,2.8,25,76,16.1,30.5,14.9
27870,7.4,297,352,16.1,30.5,14.9
34650,14.9,11,12,16.1,30.5,14.9
26550,9.6,517,718,16.1,30.5,14.9
21000,3.1,122,210,16.1,30.5,14.9
16310,1.4,89,110,16.1,30.5,14.9
16615,3.1,67,67,16.1,30.5,14.9
16310,1.4,210,540,16.1,30.5,14.9
43365,7.6,31,33,16.1,30.5,14.9
18500,1.5,131,223,16.1,30.5,14.9
21075,2.2,23,28,16.1,30.5,14.9
28345,1.4,78,83,16.1,30.5,14.9
20840,2.6,38,40,16.1,30.5,14.9
16310,1.4,29,29,16.1,30.5,14.9
43365,7.6,48,50,16.1,30.5,14.9
17955,7.3,15,40,16.1,30.5,14.9
15005,2.9,8,16,16.1,30.5,14.9
17825,0.4,16,16,16.1,30.5,14.9
28345,1.4,58,63,16.1,30.5,14.9
28345,1.4,25,45,16.1,30.5,14.9
14685,5.9,34,70,16.1,30.5,14.9
10010,0.6,51,55,16.1,30.5,14.9
17050,3.6,46,47,16.1,30.5,14.9
34365,3.7,0,30,16.1,30.5,14.9
17050,3.6,146,332,16.1,30.5,14.9
21000,3.1,82,88,16.1,30.5,14.9
9855,1.5,19,45,16.1,30.5,14.9
11565,1.7,11,15,16.1,30.5,14.9
13985,1.7,55,86,16.1,30.5,14.9
13735,1.4,6,14,16.1,30.5,14.9
25640,9.6,15,22,16.1,30.5,14.9
26550,6.9,21,40,16.1,30.5,14.9
28345,1.4,14,44,16.1,30.5,14.9
16425,4.1,29,30,16.1,30.5,14.9
17825,0.4,25,35,16.1,30.5,14.9
16310,1.4,38,47,16.1,30.5,14.9
16310,1.4,275,440,16.1,30.5,14.9
14015,2.6,82,82,16.1,30.5,14.9
21000,3.1,0,4,16.1,30.5,14.9
16310,1.4,55,120,16.1,30.5,14.9
16310,1.4,131,363,16.1,30.5,14.9
14075,1.7,0,0,16.1,30.5,14.9
10140,3.4,30,40,16.1,30.5,14.9
7790,1.4,35,39,16.1,30.5,14.9
29180,2.8,12,27,16.1,30.5,14.9
28345,1.4,9,19,16.1,30.5,14.9
25640,9.6,75,90,16.1,30.5,14.9
18500,1.5,19,20,16.1,30.5,14.9
29180,2.8,22,25,16.1,30.5,14.9
20635,4.6,41,62,16.1,30.5,14.9
29180,2.8,0,48,16.1,30.5,14.9
32790,4.6,33,53,16.1,30.5,14.9
24775,7.4,40,45,16.1,30.5,14.9
7790,1.4,861,1122,16.9,30.4,14.9
34635,3.7,55,101,16.9,30.4,14.9
29180,2.8,25,76,16.9,30.4,14.9
27870,7.4,291,352,16.9,30.4,14.9
34650,14.9,11,12,16.9,30.4,14.9
26550,9.6,517,718,16.9,30.4,14.9
21000,3.1,122,210,16.9,30.4,14.9
16310,1.4,89,110,16.9,30.4,14.9
16615,3.1,67,67,16.9,30.4,14.9
16310,1.4,214,540,16.9,30.4,14.9
43365,7.6,31,33,16.9,30.4,14.9
18500,1.5,130,223,16.9,30.4,14.9
21075,2.2,23,28,16.9,30.4,14.9
28345,1.4,79,83,16.9,30.4,14.9
20840,2.6,40,40,16.9,30.4,14.9
16310,1.4,29,29,16.9,30.4,14.9
43365,7.6,48,50,16.9,30.4,14.9
17955,7.3,15,40,16.9,30.4,14.9
15005,2.9,8,16,16.9,30.4,14.9
17825,0.4,16,16,16.9,30.4,14.9
28345,1.4,58,63,16.9,30.4,14.9
28345,1.4,25,45,16.9,30.4,14.9
14685,5.9,34,70,16.9,30.4,14.9
10010,0.6,48,55,16.9,30.4,14.9
17050,3.6,45,47,16.9,30.4,14.9
34365,3.7,0,30,16.9,30.4,14.9
17050,3.6,140,332,16.9,30.4,14.9
21000,3.1,82,88,16.9,30.4,14.9
9855,1.5,19,45,16.9,30.4,14.9
11565,1.7,12,15,16.9,30.4,14.9
13985,1.7,54,86,16.9,30.4,14.9
13735,1.4,6,14,16.9,30.4,14.9
25640,9.6,15,22,16.9,30.4,14.9
26550,6.9,21,40,16.9,30.4,14.9
28345,1.4,14,44,16.9,30.4,14.9
16425,4.1,29,30,16.9,30.4,14.9
17825,0.4,25,35,16.9,30.4,14.9
16310,1.4,40,47,16.9,30.4,14.9
16310,1.4,275,440,16.9,30.4,14.9
14015,2.6,81,82,16.9,30.4,14.9
21000,3.1,0,4,16.9,30.4,14.9
16310,1.4,54,120,16.9,30.4,14.9
16310,1.4,130,363,16.9,30.4,14.9
14075,1.7,0,0,16.9,30.4,14.9
10140,3.4,30,40,16.9,30.4,14.9
7790,1.4,36,39,16.9,30.4,14.9
29180,2.8,12,27,16.9,30.4,14.9
28345,1.4,9,19,16.9,30.4,14.9
25640,9.6,74,90,16.9,30.4,14.9
18500,1.5,19,20,16.9,30.4,14.9
29180,2.8,22,25,16.9,30.4,14.9
20635,4.6,42,62,16.9,30.4,14.9
29180,2.8,0,48,16.9,30.4,14.9
32790,4.6,33,53,16.9,30.4,14.9
24775,7.4,40,45,16.9,30.4,14.9
7790,1.4,850,1122,16.6,24.5,14.9
34635,3.7,56,101,16.6,24.5,14.9
29180,2.8,25,76,16.6,24.5,14.9
27870,7.4,290,352,16.6,24.5,14.9
34650,14.9,12,12,16.6,24.5,14.9
26550,9.6,511,718,16.6,24.5,14.9
21000,3.1,122,210,16.6,24.5,14.9
16310,1.4,88,110,16.6,24.5,14.9
16615,3.1,67,67,16.6,24.5,14.9
16310,1.4,213,540,16.6,24.5,14.9
43365,7.6,31,33,16.6,24.5,14.9
18500,1.5,130,223,16.6,24.5,14.9
21075,2.2,23,28,16.6,24.5,14.9
28345,1.4,79,83,16.6,24.5,14.9
20840,2.6,40,40,16.6,24.5,14.9
16310,1.4,29,29,16.6,24.5,14.9
43365,7.6,48,50,16.6,24.5,14.9
17955,7.3,15,40,16.6,24.5,14.9
15005,2.9,8,16,16.6,24.5,14.9
17825,0.4,16,16,16.6,24.5,14.9
28345,1.4,58,63,16.6,24.5,14.9
28345,1.4,25,45,16.6,24.5,14.9
14685,5.9,34,70,16.6,24.5,14.9
10010,0.6,47,55,16.6,24.5,14.9
17050,3.6,45,47,16.6,24.5,14.9
34365,3.7,0,30,16.6,24.5,14.9
17050,3.6,140,332,16.6,24.5,14.9
21000,3.1,82,88,16.6,24.5,14.9
9855,1.5,19,45,16.6,24.5,14.9
11565,1.7,15,15,16.6,24.5,14.9
13985,1.7,52,86,16.6,24.5,14.9
13735,1.4,6,14,16.6,24.5,14.9
25640,9.6,15,22,16.6,24.5,14.9
26550,6.9,21,40,16.6,24.5,14.9
28345,1.4,14,44,16.6,24.5,14.9
16425,4.1,29,30,16.6,24.5,14.9
17825,0.4,27,35,16.6,24.5,14.9
16310,1.4,40,47,16.6,24.5,14.9
16310,1.4,277,440,16.6,24.5,14.9
14015,2.6,82,82,16.6,24.5,14.9
21000,3.1,0,4,16.6,24.5,14.9
16310,1.4,55,120,16.6,24.5,14.9
16310,1.4,138,363,16.6,24.5,14.9
14075,1.7,0,0,16.6,24.5,14.9
10140,3.4,30,40,16.6,24.5,14.9
7790,1.4,36,39,16.6,24.5,14.9
29180,2.8,12,27,16.6,24.5,14.9
28345,1.4,9,19,16.6,24.5,14.9
25640,9.6,74,90,16.6,24.5,14.9
18500,1.5,19,20,16.6,24.5,14.9
29180,2.8,23,25,16.6,24.5,14.9
20635,4.6,42,62,16.6,24.5,14.9
29180,2.8,0,48,16.6,24.5,14.9
32790,4.6,33,53,16.6,24.5,14.9
24775,7.4,41,45,16.6,24.5,14.9
7790,1.4,840,1122,10.7,19.3,14.9
34635,3.7,56,101,10.7,19.3,14.9
29180,2.8,31,76,10.7,19.3,14.9
27870,7.4,295,352,10.7,19.3,14.9
34650,14.9,12,12,10.7,19.3,14.9
26550,9.6,515,718,10.7,19.3,14.9
21000,3.1,122,210,10.7,19.3,14.9
16310,1.4,60,110,10.7,19.3,14.9
16615,3.1,67,67,10.7,19.3,14.9
16310,1.4,221,540,10.7,19.3,14.9
43365,7.6,27,33,10.7,19.3,14.9
18500,1.5,129,223,10.7,19.3,14.9
21075,2.2,23,28,10.7,19.3,14.9
28345,1.4,80,83,10.7,19.3,14.9
20840,2.6,40,40,10.7,19.3,14.9
16310,1.4,29,29,10.7,19.3,14.9
43365,7.6,48,50,10.7,19.3,14.9
17955,7.3,16,40,10.7,19.3,14.9
15005,2.9,10,16,10.7,19.3,14.9
17825,0.4,16,16,10.7,19.3,14.9
28345,1.4,58,63,10.7,19.3,14.9
28345,1.4,25,45,10.7,19.3,14.9
14685,5.9,41,70,10.7,19.3,14.9
10010,0.6,49,55,10.7,19.3,14.9
17050,3.6,46,47,10.7,19.3,14.9
34365,3.7,0,30,10.7,19.3,14.9
17050,3.6,132,332,10.7,19.3,14.9
21000,3.1,81,88,10.7,19.3,14.9
9855,1.5,19,45,10.7,19.3,14.9
11565,1.7,13,15,10.7,19.3,14.9
13985,1.7,52,86,10.7,19.3,14.9
13735,1.4,6,14,10.7,19.3,14.9
25640,9.6,15,22,10.7,19.3,14.9
26550,6.9,21,40,10.7,19.3,14.9
28345,1.4,14,44,10.7,19.3,14.9
16425,4.1,29,30,10.7,19.3,14.9
17825,0.4,28,35,10.7,19.3,14.9
16310,1.4,37,47,10.7,19.3,14.9
16310,1.4,277,440,10.7,19.3,14.9
14015,2.6,82,82,10.7,19.3,14.9
21000,3.1,0,4,10.7,19.3,14.9
16310,1.4,55,120,10.7,19.3,14.9
16310,1.4,134,363,10.7,19.3,14.9
14075,1.7,0,0,10.7,19.3,14.9
10140,3.4,30,40,10.7,19.3,14.9
7790,1.4,36,39,10.7,19.3,14.9
29180,2.8,12,27,10.7,19.3,14.9
28345,1.4,9,19,10.7,19.3,14.9
25640,9.6,74,86,10.7,19.3,14.9
18500,1.5,19,20,10.7,19.3,14.9
29180,2.8,23,25,10.7,19.3,14.9
20635,4.6,42,62,10.7,19.3,14.9
29180,2.8,0,48,10.7,19.3,14.9
32790,4.6,33,53,10.7,19.3,14.9
24775,7.4,41,45,10.7,19.3,14.9
7790,1.4,834,1122,9.8,18.1,14.9
34635,3.7,56,101,9.8,18.1,14.9
29180,2.8,31,76,9.8,18.1,14.9
27870,7.4,295,352,9.8,18.1,14.9
34650,14.9,12,12,9.8,18.1,14.9
26550,9.6,517,718,9.8,18.1,14.9
